time (s),Ground velocity (m/s),temp (C),humidity (%),pressure (hPa),conductivity (mSeimens/cm),Notes
195.366,0.2227273,22.96,61.52,1016.92,0.147,
195.418,0.3954546,22.96,61.52,1016.9,0.147,
195.469,0.6772727,22.96,61.48,1016.9,0.147,
195.519,0.5727272,22.96,61.52,1016.9,0.147,
195.57,1.0363636,22.96,61.52,1016.9,0.147,
195.621,0.8272727,22.96,61.52,1016.9,0.147,
195.673,0.7045454,22.96,61.52,1016.9,0.147,
195.723,0.4227273,22.96,61.55,1016.92,0.147,
195.774,0.3863636,22.96,61.55,1016.92,0.147,
195.828,-0.231818,22.96,61.44,1016.91,0.147,
195.875,0.3318182,22.96,61.44,1016.91,0.147,
195.927,0.6954545,22.96,61.5,1016.89,0.147,
195.978,0.0818182,22.96,61.5,1016.89,0.147,
196.029,0.1636363,22.96,61.46,1016.91,0.147,
196.08,0.0590909,22.96,61.46,1016.91,0.147,
196.131,-0.436364,22.96,61.48,1016.91,0.142,
196.182,-0.595455,22.96,61.48,1016.91,0.142,
196.233,-0.522727,22.96,61.51,1016.89,0.142,
196.284,-0.536364,22.96,61.51,1016.89,0.142,
196.349,0.4181818,22.96,61.53,1016.89,0.142,
196.387,-0.322727,22.96,61.53,1016.89,0.142,
196.436,-0.55,22.96,61.46,1016.91,0.142,
196.488,-0.309091,22.96,61.46,1016.91,0.142,
196.539,-0.327273,22.96,61.48,1016.92,0.142,
196.589,-0.181818,22.96,61.5,1016.92,0.142,
196.64,-0.090909,22.97,61.5,1016.92,0.142,
196.691,-0.195455,22.96,61.48,1016.91,0.142,
196.743,0.2409091,22.96,61.48,1016.91,0.142,
196.794,0.4772727,22.96,61.45,1016.92,0.142,
196.844,0.5318182,22.96,61.45,1016.92,0.142,
196.898,0.840909,22.97,61.52,1016.92,0.142,
196.947,0.2772727,22.97,61.52,1016.92,0.142,
196.998,0.7272727,22.96,61.49,1016.93,0.142,
197.048,0.2545454,22.96,61.49,1016.93,0.142,
197.099,0.6136364,22.97,61.51,1016.91,0.142,
197.15,0.6,22.97,61.51,1016.91,0.142,
197.2,0.6409091,22.96,61.48,1016.89,0.142,
197.252,0.5363636,22.96,61.48,1016.89,0.142,
197.303,0.5272727,22.96,61.48,1016.91,0.142,
197.354,0.2090909,22.96,61.48,1016.91,0.142,
197.409,-0.754545,22.97,61.5,1016.93,0.142,
197.455,-0.172727,22.97,61.5,1016.93,0.142,
197.507,-0.631818,22.97,61.43,1016.91,0.142,
197.558,-0.704545,22.97,61.43,1016.91,0.142,
197.609,-0.390909,22.97,61.43,1016.9,0.142,
197.659,-0.686364,22.97,61.45,1016.91,0.142,
197.71,-0.972727,22.97,61.45,1016.91,0.142,
197.763,-0.572727,22.97,61.46,1016.92,0.142,
197.813,-0.586364,22.97,61.46,1016.92,0.142,
197.863,-0.577273,22.96,61.45,1016.9,0.142,
197.914,0.0409091,22.96,61.45,1016.9,0.142,
197.968,0.3318182,22.97,61.43,1016.92,0.142,
198.017,0.3227273,22.97,61.43,1016.92,0.142,
198.068,0.8727272,22.97,61.47,1016.9,0.142,
198.118,0.8727272,22.97,61.47,1016.9,0.142,
198.169,0.9181818,22.97,61.41,1016.91,0.142,
198.22,0.8181818,22.97,61.41,1016.91,0.142,
198.272,0.9409091,22.97,61.44,1016.91,0.142,
198.322,0.5454545,22.97,61.44,1016.91,0.142,
198.373,0.3136364,22.97,61.46,1016.9,0.142,
198.424,0.1863636,22.97,61.46,1016.9,0.142,
198.479,-0.509091,22.97,61.43,1016.91,0.142,
198.525,-0.245455,22.97,61.43,1016.91,0.142,
198.578,-0.431818,22.97,61.44,1016.93,0.142,
198.628,-0.8,22.97,61.44,1016.93,0.142,
198.679,-0.677273,22.97,61.44,1016.9,0.142,
198.729,-0.540909,22.97,61.4,1016.9,0.142,
198.78,-0.440909,22.97,61.4,1016.9,0.142,
198.832,-0.545455,22.97,61.44,1016.89,0.142,
198.883,-0.695455,22.97,61.44,1016.89,0.142,
198.933,-0.463636,22.97,61.44,1016.89,0.142,
198.984,-0.327273,22.97,61.44,1016.89,0.142,
199.038,0.2272727,22.97,61.47,1016.92,0.142,
199.087,-0.572727,22.97,61.47,1016.92,0.142,
199.137,-0.454545,22.97,61.4,1016.92,0.142,
199.188,-0.386364,22.97,61.4,1016.92,0.142,
199.239,-0.059091,22.97,61.41,1016.89,0.142,
199.29,-0.436364,22.97,61.41,1016.89,0.142,
199.341,-0.159091,22.97,61.45,1016.94,0.142,
199.393,-0.045455,22.97,61.45,1016.94,0.142,
199.443,0.2136364,22.96,61.42,1016.92,0.142,
199.494,-0.022727,22.96,61.42,1016.92,0.142,
199.549,0.6545454,22.97,61.43,1016.9,0.142,
199.597,0.05,22.97,61.43,1016.9,0.142,
199.647,0.2818182,22.97,61.38,1016.92,0.142,
199.698,0.1863636,22.97,61.38,1016.92,0.142,
199.749,0.1636363,22.97,61.48,1016.94,0.142,
199.8,0.3,22.97,61.48,1016.92,0.142,
199.851,0.3454545,22.97,61.43,1016.92,0.142,
199.902,0.8181818,22.97,61.36,1016.92,0.142,
199.953,0.6772727,22.97,61.36,1016.92,0.142,
200.004,0.8363636,22.97,61.41,1016.9,0.142,
200.055,0.5954546,22.97,61.41,1016.9,0.142,
200.109,0.2681818,22.97,61.47,1016.92,0.142,
200.157,0.6681818,22.97,61.47,1016.92,0.142,
200.208,0.6409091,22.97,61.36,1016.89,0.139,
200.258,0.7772727,22.97,61.36,1016.89,0.139,
200.309,0.4681818,22.97,61.37,1016.89,0.139,
200.36,0.4818182,22.97,61.37,1016.89,0.139,
200.412,0.6136364,22.97,61.39,1016.9,0.139,
200.462,0.4909091,22.97,61.39,1016.9,0.139,
200.513,0.8227272,22.97,61.41,1016.9,0.139,
200.564,0.6409091,22.97,61.4,1016.92,0.139,
200.632,0.1772727,22.97,61.4,1016.92,0.139,
200.669,0.2363636,22.97,61.4,1016.92,0.139,
200.718,0.6681818,22.97,61.41,1016.91,0.139,
200.768,0.4409091,22.97,61.41,1016.91,0.139,
200.819,0.1045454,22.97,61.38,1016.92,0.139,
200.87,0.2772727,22.97,61.38,1016.88,0.139,
200.922,0.1090909,22.97,61.43,1016.88,0.139,
200.984,-0.186364,22.97,61.36,1016.91,0.139,
201.024,0.25,22.97,61.36,1016.91,0.139,
201.074,0.0590909,22.98,61.41,1016.91,0.139,
201.128,-0.281818,22.98,61.41,1016.91,0.139,
201.176,-0.127273,22.97,61.41,1016.91,0.139,
201.226,-0.177273,22.97,61.41,1016.91,0.139,
201.277,-0.145455,22.98,61.47,1016.92,0.139,
201.328,-0.5,22.98,61.47,1016.92,0.139,
201.379,-0.613636,22.98,61.39,1016.92,0.139,
201.431,-0.418182,22.98,61.39,1016.92,0.139,
201.481,-0.659091,22.98,61.38,1016.92,0.139,
201.532,-0.536364,22.98,61.38,1016.92,0.139,
201.583,-0.486364,22.98,61.4,1016.91,0.139,
201.634,-0.722727,22.98,61.4,1016.91,0.139,
201.69,-0.418182,22.98,61.39,1016.9,0.139,
201.736,-0.663636,22.98,61.39,1016.9,0.139,
201.787,-0.804545,22.97,61.38,1016.9,0.139,
201.839,-0.618182,22.97,61.38,1016.9,0.139,
201.888,-0.581818,22.98,61.38,1016.92,0.139,
201.939,-0.022727,22.98,61.38,1016.92,0.139,
201.991,-0.272727,22.98,61.45,1016.89,0.139,
202.042,-0.072727,22.98,61.38,1016.91,0.139,
202.093,-0.222727,22.98,61.38,1016.91,0.139,
202.143,0.1227273,22.98,61.4,1016.92,0.139,
202.198,0.2954545,22.98,61.4,1016.92,0.139,
202.246,0.3909091,22.98,61.33,1016.91,0.139,
202.297,0.5318182,22.98,61.33,1016.91,0.139,
202.347,0.6409091,22.98,61.39,1016.91,0.139,
202.398,0.7909091,22.98,61.39,1016.91,0.139,
202.449,0.8363636,22.98,61.29,1016.92,0.139,
202.501,1.0363636,22.98,61.29,1016.92,0.139,
202.552,0.8272727,22.97,61.39,1016.91,0.139,
202.602,0.7954545,22.97,61.39,1016.91,0.139,
202.654,0.5863636,22.97,61.31,1016.93,0.139,
202.704,0.4272727,22.97,61.31,1016.93,0.139,
202.76,-0.413636,22.97,61.38,1016.94,0.139,
202.806,0.1318182,22.97,61.38,1016.94,0.139,
202.857,0.45,22.97,61.39,1016.92,0.139,
202.908,0.0909091,22.97,61.39,1016.92,0.139,
202.959,-0.413636,22.97,61.36,1016.91,0.139,
203.01,-0.618182,22.97,61.36,1016.91,0.139,
203.061,-0.640909,22.97,61.34,1016.91,0.139,
203.112,-0.854545,22.97,61.32,1016.91,0.139,
203.163,-0.613636,22.98,61.32,1016.91,0.139,
203.213,-0.736364,22.98,61.41,1016.9,0.139,
203.268,-0.431818,22.98,61.41,1016.9,0.139,
203.316,-0.45,22.98,61.38,1016.92,0.139,
203.367,-0.527273,22.98,61.38,1016.92,0.139,
203.417,-0.568182,22.98,61.38,1016.91,0.139,
203.469,-0.413636,22.98,61.38,1016.91,0.137,
203.52,-0.313636,22.98,61.37,1016.92,0.137,
203.571,-0.4,22.98,61.37,1016.92,0.137,
203.621,-0.436364,22.98,61.32,1016.93,0.137,
203.672,-0.054545,22.98,61.32,1016.93,0.137,
203.723,-0.486364,22.98,61.39,1016.91,0.137,
203.774,0.2363636,22.98,61.39,1016.91,0.137,
203.83,0.2863636,22.97,61.38,1016.9,0.137,
203.876,0.2909091,22.97,61.38,1016.9,0.137,
203.927,0.3090909,22.98,61.37,1016.9,0.137,
203.978,0.4863636,22.98,61.37,1016.9,0.137,
204.029,0.6727273,22.98,61.33,1016.93,0.137,
204.081,0.7136363,22.98,61.33,1016.93,0.137,
204.131,0.6227273,22.98,61.29,1016.92,0.137,
204.182,0.5454545,22.98,61.29,1016.91,0.137,
204.233,0.3181818,22.98,61.37,1016.91,0.137,
204.284,0.0954545,22.98,61.3,1016.9,0.137,
204.338,-0.118182,22.98,61.3,1016.9,0.137,
204.386,0.3045455,22.98,61.32,1016.91,0.137,
204.437,0.3090909,22.98,61.32,1016.91,0.137,
204.487,-0.022727,22.98,61.34,1016.91,0.137,
204.538,0.4863636,22.98,61.34,1016.91,0.137,
204.59,0.4363636,22.98,61.36,1016.91,0.137,
204.641,0.1590909,22.98,61.36,1016.91,0.137,
204.692,0.0545455,22.98,61.29,1016.9,0.137,
204.742,0.2590909,22.98,61.29,1016.9,0.137,
204.793,0.0909091,22.98,61.36,1016.9,0.137,
204.845,0.0363636,22.98,61.36,1016.9,0.137,
204.911,0.4545455,22.98,61.38,1016.9,0.137,
204.948,-0.159091,22.98,61.38,1016.9,0.137,
204.997,-0.259091,22.98,61.34,1016.89,0.137,
205.048,-0.481818,22.98,61.34,1016.89,0.137,
205.1,-0.727273,22.98,61.31,1016.9,0.132,
205.15,-0.495455,22.98,61.31,1016.9,0.132,
205.201,-0.904545,22.98,61.32,1016.91,0.132,
205.252,-0.686364,22.98,61.32,1016.91,0.132,
205.303,-0.631818,22.98,61.36,1016.91,0.132,
205.353,-0.304545,22.98,61.28,1016.92,0.132,
205.408,-0.213636,22.98,61.28,1016.92,0.132,
205.456,-0.372727,22.99,61.31,1016.9,0.132,
205.507,-0.209091,22.99,61.31,1016.9,0.132,
205.557,-0.204545,22.98,61.3,1016.91,0.132,
205.608,0.05,22.98,61.3,1016.91,0.132,
205.66,0.2681818,22.99,61.37,1016.91,0.132,
205.711,0.3772727,22.99,61.37,1016.91,0.132,
205.762,0.1454545,22.98,61.36,1016.9,0.132,
205.812,0.3409091,22.98,61.36,1016.9,0.132,
205.863,0.7045454,22.99,61.33,1016.94,0.132,
205.916,0.8181818,22.99,61.33,1016.94,0.132,
205.964,0.6545454,22.98,61.37,1016.92,0.132,
206.016,0.9090909,22.98,61.37,1016.92,0.132,
206.067,0.7545454,22.98,61.38,1016.89,0.132,
206.118,0.5090909,22.98,61.38,1016.89,0.132,
206.17,0.8636363,22.98,61.32,1016.89,0.132,
206.221,0.4772727,22.98,61.32,1016.89,0.132,
206.271,0.2227273,22.98,61.33,1016.92,0.132,
206.322,-0.072727,22.98,61.33,1016.92,0.132,
206.373,-0.490909,22.98,61.34,1016.93,0.132,
206.425,-0.536364,22.98,61.33,1016.93,0.132,
206.48,-0.4,22.98,61.33,1016.93,0.132,
206.526,-0.486364,22.99,61.38,1016.91,0.132,
206.577,-0.486364,22.99,61.38,1016.91,0.132,
206.628,-0.431818,22.99,61.34,1016.92,0.132,
206.679,-0.472727,22.99,61.34,1016.92,0.132,
206.731,-0.177273,22.98,61.32,1016.91,0.134,
206.781,-0.231818,22.98,61.32,1016.91,0.134,
206.832,-0.904545,22.99,61.33,1016.91,0.134,
206.882,-0.163636,22.99,61.33,1016.91,0.134,
206.934,-0.386364,22.98,61.32,1016.91,0.134,
206.988,0.4772727,22.98,61.32,1016.91,0.134,
207.036,-0.072727,22.99,61.39,1016.94,0.134,
207.086,-0.018182,22.99,61.39,1016.94,0.134,
207.139,0.0818182,22.98,61.4,1016.91,0.134,
207.199,0.2363636,22.98,61.4,1016.91,0.134,
207.24,0.0681818,22.98,61.37,1016.92,0.134,
207.291,-0.172727,22.98,61.37,1016.92,0.134,
207.341,0.1090909,22.98,61.31,1016.9,0.134,
207.392,0.05,22.98,61.31,1016.9,0.134,
207.443,0.1045454,22.98,61.46,1016.9,0.134,
207.495,0.3318182,22.98,61.43,1016.9,0.134,
207.551,0.4090909,22.98,61.43,1016.9,0.132,
207.596,0.6681818,22.99,61.38,1016.9,0.132,
207.647,0.3590909,22.99,61.38,1016.9,0.132,
207.698,0.5181818,22.98,61.31,1016.93,0.132,
207.75,0.6863636,22.98,61.31,1016.93,0.132,
207.801,0.1954545,22.98,61.4,1016.9,0.132,
207.851,0.2727273,22.98,61.4,1016.9,0.132,
207.902,0.0318182,22.99,61.4,1016.89,0.132,
207.953,0.1863636,22.99,61.4,1016.89,0.132,
208.005,0.0818182,22.99,61.46,1016.88,0.132,
208.058,-0.622727,22.99,61.46,1016.88,0.132,
208.106,-0.190909,22.99,61.37,1016.92,0.132,
208.157,-0.331818,22.99,61.37,1016.92,0.132,
208.207,-0.240909,22.98,61.44,1016.92,0.132,
208.259,-0.245455,22.98,61.44,1016.92,0.132,
208.31,-0.172727,22.98,61.42,1016.91,0.132,
208.361,-0.204545,22.98,61.42,1016.91,0.132,
208.412,-0.231818,22.99,61.39,1016.89,0.132,
208.462,-0.218182,22.99,61.39,1016.89,0.132,
208.514,-0.031818,22.98,61.47,1016.9,0.132,
208.565,-0.522727,22.99,61.44,1016.92,0.132,
208.62,0.1318182,22.99,61.44,1016.92,0.132,
208.666,-0.668182,22.98,61.33,1016.91,0.132,
208.717,-0.427273,22.98,61.33,1016.91,0.132,
208.769,-0.486364,22.99,61.4,1016.92,0.132,
208.82,-0.190909,22.99,61.4,1016.92,0.132,
208.87,-0.240909,22.99,61.44,1016.91,0.132,
208.921,-0.227273,22.99,61.44,1016.91,0.132,
208.972,-0.254545,22.98,61.47,1016.89,0.132,
209.024,-0.272727,22.98,61.47,1016.89,0.132,
209.074,-0.145455,22.99,61.44,1016.9,0.132,
209.139,0.2136364,22.99,61.44,1016.9,0.132,
209.177,-0.009091,22.98,61.5,1016.89,0.129,
209.227,-0.204545,22.98,61.5,1016.89,0.129,
209.277,-0.209091,22.98,61.4,1016.88,0.129,
209.329,-0.154545,22.98,61.4,1016.88,0.129,
209.38,-0.281818,22.98,61.43,1016.89,0.129,
209.431,-0.2,22.98,61.43,1016.89,0.129,
209.481,-0.327273,22.99,61.5,1016.89,0.129,
209.532,-0.281818,22.99,61.5,1016.89,0.129,
209.584,-0.209091,22.99,61.44,1016.88,0.129,
209.635,-0.304545,22.99,61.44,1016.86,0.129,
209.69,0.7454545,22.99,61.44,1016.86,0.129,
209.736,-0.327273,22.99,61.44,1016.89,0.129,
209.787,-0.140909,22.99,61.44,1016.89,0.129,
209.839,-0.304545,22.99,61.49,1016.87,0.129,
209.89,-0.254545,22.99,61.49,1016.87,0.129,
209.94,-0.390909,22.98,61.44,1016.88,0.129,
209.992,-0.118182,22.98,61.44,1016.88,0.129,
210.042,-0.254545,22.99,61.47,1016.89,0.129,
210.094,0.2727273,22.99,61.47,1016.89,0.129,
210.145,0.4863636,22.99,61.5,1016.88,0.129,
210.199,0.4772727,22.99,61.5,1016.88,0.129,
210.246,0.3272727,22.99,61.49,1016.88,0.129,
210.297,0.45,22.99,61.49,1016.88,0.129,
210.349,0.4045454,22.98,61.37,1016.88,0.129,
210.399,0.3363636,22.98,61.37,1016.88,0.129,
210.45,0.5409091,22.99,61.46,1016.92,0.129,
210.501,0.7272727,22.99,61.46,1016.92,0.129,
210.552,1.0454545,22.99,61.44,1016.9,0.129,
210.603,0.7545454,22.99,61.44,1016.9,0.129,
210.654,0.65,22.98,61.47,1016.9,0.129,
210.705,0.3272727,22.98,61.42,1016.9,0.129,
210.76,0.0454545,22.99,61.42,1016.9,0.129,
210.807,0.3772727,22.99,61.5,1016.92,0.129,
210.857,0.6227273,22.99,61.5,1016.92,0.129,
210.909,0.5818181,22.99,61.5,1016.9,0.129,
210.96,0.3863636,22.99,61.5,1016.9,0.129,
211.011,0.4454545,22.99,61.45,1016.91,0.129,
211.061,0.2636363,22.99,61.45,1016.91,0.129,
211.112,0.1318182,22.99,61.5,1016.91,0.129,
211.164,0.1590909,22.99,61.5,1016.91,0.129,
211.215,-0.222727,22.99,61.45,1016.88,0.129,
211.268,-0.55,22.99,61.45,1016.88,0.129,
211.316,-0.572727,22.99,61.5,1016.92,0.129,
211.367,-0.731818,22.99,61.5,1016.92,0.129,
211.419,-0.772727,22.99,61.47,1016.92,0.129,
211.469,-0.686364,22.99,61.47,1016.92,0.129,
211.52,-0.418182,22.98,61.47,1016.9,0.129,
211.571,-0.813636,22.98,61.47,1016.9,0.129,
211.622,-0.836364,22.98,61.52,1016.91,0.129,
211.673,-0.65,22.98,61.52,1016.91,0.129,
211.724,-0.940909,22.99,61.55,1016.89,0.129,
211.78,-0.245455,22.99,61.55,1016.89,0.129,
211.826,-0.527273,22.99,61.46,1016.9,0.129,
211.876,-0.395455,22.99,61.53,1016.87,0.129,
211.928,-0.281818,22.99,61.53,1016.87,0.129,
211.979,-0.654545,22.99,61.59,1016.9,0.129,
212.03,-0.518182,22.99,61.59,1016.9,0.129,
212.08,-0.472727,22.99,61.52,1016.91,0.129,
212.131,-0.627273,22.99,61.52,1016.91,0.129,
212.183,-0.268182,22.99,61.51,1016.9,0.129,
212.234,0.2954545,22.99,61.51,1016.9,0.129,
212.285,0.2681818,22.99,61.54,1016.91,0.129,
212.339,0.5863636,22.99,61.54,1016.91,0.129,
212.386,0.0818182,22.99,61.53,1016.9,0.129,
212.439,0.1681818,22.99,61.53,1016.9,0.126,
212.489,0.1954545,22.99,61.49,1016.9,0.126,
212.54,0.4136363,22.99,61.49,1016.9,0.126,
212.59,0.5863636,22.99,61.51,1016.91,0.126,
212.641,0.4636364,22.99,61.51,1016.91,0.126,
212.692,0.590909,22.99,61.5,1016.9,0.126,
212.744,0.7409091,22.99,61.5,1016.9,0.126,
212.794,0.6681818,22.99,61.47,1016.91,0.126,
212.85,0.2636363,22.99,61.47,1016.91,0.126,
212.896,0.3954546,22.99,61.54,1016.92,0.126,
212.947,0.6772727,22.99,61.54,1016.9,0.126,
212.999,0.4818182,22.99,61.52,1016.9,0.126,
213.049,0.7363636,22.99,61.51,1016.89,0.126,
213.1,0.6818182,22.99,61.51,1016.89,0.126,
213.151,0.840909,22.99,61.53,1016.92,0.126,
213.201,0.3363636,22.99,61.53,1016.92,0.126,
213.254,0.2136364,22.99,61.51,1016.92,0.129,
213.304,-0.177273,22.99,61.51,1016.92,0.129,
213.366,-0.068182,22.99,61.5,1016.9,0.129,
213.42,0.4454545,22.99,61.5,1016.9,0.129,
213.456,-0.236364,22.99,61.53,1016.89,0.129,
213.508,0.0181818,22.99,61.53,1016.89,0.129,
213.559,0.2772727,22.99,61.56,1016.92,0.129,
213.61,-0.131818,22.99,61.56,1016.92,0.129,
213.66,-0.409091,22.99,61.54,1016.92,0.129,
213.711,-0.540909,22.99,61.54,1016.92,0.129,
213.763,-0.563636,22.99,61.46,1016.89,0.129,
213.814,-0.559091,22.99,61.46,1016.89,0.129,
213.864,-0.427273,22.99,61.52,1016.9,0.129,
213.92,0.1954545,22.99,61.52,1016.9,0.129,
213.966,-0.354545,22.99,61.54,1016.91,0.129,
214.018,-0.268182,22.99,61.54,1016.9,0.129,
214.069,0.0863636,22.99,61.57,1016.91,0.129,
214.119,-0.045455,22.99,61.47,1016.92,0.129,
214.17,0.4,22.99,61.47,1016.92,0.129,
214.221,0.3318182,22.99,61.52,1016.91,0.129,
214.273,0.3772727,22.99,61.52,1016.91,0.129,
214.323,0.5772727,22.99,61.6,1016.92,0.129,
214.374,0.7409091,22.99,61.6,1016.92,0.129,
214.425,0.8318181,23,61.59,1016.93,0.129,
214.479,0.6454545,23,61.59,1016.93,0.129,
214.526,0.85,22.99,61.58,1016.91,0.129,
214.578,0.6454545,22.99,61.58,1016.91,0.129,
214.629,0.6909091,23,61.52,1016.91,0.129,
214.68,0.3272727,23,61.52,1016.91,0.129,
214.73,0.3363636,23,61.56,1016.92,0.129,
214.781,0.4136363,23,61.56,1016.92,0.129,
214.833,0.05,22.99,61.5,1016.92,0.129,
214.885,0.1045454,22.99,61.5,1016.92,0.126,
214.935,-0.163636,22.99,61.61,1016.91,0.126,
214.99,-0.340909,22.99,61.61,1016.91,0.126,
215.036,-0.045455,23,61.63,1016.94,0.126,
215.088,-0.454545,23,61.63,1016.94,0.126,
215.138,-0.3,23,61.57,1016.9,0.126,
215.189,-0.481818,23,61.56,1016.92,0.126,
215.24,-0.618182,23,61.56,1016.92,0.126,
215.291,-0.445455,22.99,61.49,1016.93,0.126,
215.343,-0.704545,22.99,61.49,1016.93,0.126,
215.393,-0.559091,23,61.56,1016.92,0.126,
215.444,-0.527273,23,61.56,1016.92,0.126,
215.495,-0.840909,23,61.57,1016.91,0.126,
215.549,-0.545455,23,61.57,1016.91,0.126,
215.597,-0.95,23,61.6,1016.91,0.126,
215.648,-0.763636,23,61.6,1016.91,0.126,
215.7,-0.586364,23,61.55,1016.92,0.126,
215.75,-0.445455,23,61.55,1016.92,0.126,
215.8,-0.363636,23,61.57,1016.91,0.126,
215.852,-0.204545,23,61.57,1016.91,0.126,
215.903,-0.254545,23,61.59,1016.9,0.126,
215.954,0.1181818,23,61.59,1016.9,0.126,
216.005,0.4045454,22.99,61.56,1016.92,0.126,
216.06,0.3863636,22.99,61.56,1016.92,0.126,
216.107,0.590909,23,61.62,1016.92,0.126,
216.158,0.6,23,61.62,1016.92,0.126,
216.209,0.3954546,22.99,61.54,1016.91,0.126,
216.26,0.2090909,22.99,61.54,1016.92,0.126,
216.31,0.1863636,23,61.6,1016.92,0.126,
216.361,0.1409091,23,61.51,1016.92,0.126,
216.413,0.3318182,23,61.51,1016.92,0.126,
216.463,0.2727273,23,61.56,1016.92,0.126,
216.515,0.1590909,23,61.56,1016.92,0.126,
216.568,-0.6,23,61.65,1016.9,0.126,
216.616,0.1409091,23,61.65,1016.9,0.126,
216.668,0.0363636,23,61.6,1016.91,0.126,
216.718,0.05,23,61.6,1016.91,0.126,
216.769,-0.054545,23,61.58,1016.9,0.126,
216.82,0.1318182,23,61.58,1016.9,0.126,
216.871,-0.127273,23,61.64,1016.93,0.126,
216.922,-0.254545,23,61.64,1016.93,0.126,
216.973,-0.186364,23,61.63,1016.94,0.126,
217.024,-0.481818,23,61.63,1016.94,0.126,
217.074,-0.327273,23,61.6,1016.93,0.126,
217.131,-0.45,23,61.6,1016.93,0.126,
217.177,-0.568182,23,61.6,1016.91,0.126,
217.228,-0.522727,23,61.6,1016.91,0.126,
217.279,-0.386364,23,61.59,1016.9,0.126,
217.33,-0.372727,23,61.59,1016.9,0.126,
217.38,0.0136364,23,61.55,1016.9,0.126,
217.432,-0.045455,23,61.51,1016.92,0.126,
217.483,-0.013636,23,61.51,1016.92,0.126,
217.533,-0.290909,23,61.5,1016.87,0.126,
217.584,-0.231818,23,61.5,1016.87,0.126,
217.649,0.4681818,23,61.56,1016.92,0.126,
217.687,-0.395455,23,61.56,1016.92,0.126,
217.738,-0.372727,23,61.62,1016.9,0.126,
217.789,-0.554545,23,61.62,1016.9,0.126,
217.839,-0.590909,23,61.53,1016.88,0.126,
217.89,-0.454545,23,61.53,1016.88,0.126,
217.942,-0.454545,23.01,61.59,1016.9,0.126,
217.993,-0.640909,23.01,61.59,1016.9,0.126,
218.043,-0.540909,23,61.55,1016.91,0.126,
218.094,-0.422727,23,61.55,1016.91,0.126,
218.146,-0.277273,23,61.56,1016.91,0.126,
218.201,0.0181818,23,61.56,1016.91,0.126,
218.248,-0.159091,23,61.57,1016.9,0.126,
218.299,0.1318182,23,61.57,1016.9,0.126,
218.349,0.1863636,23,61.59,1016.91,0.126,
218.4,0.4727273,23,61.59,1016.92,0.126,
218.451,0.3954546,23,61.6,1016.92,0.126,
218.503,0.3227273,23,61.53,1016.91,0.126,
218.553,0.4954545,23,61.53,1016.91,0.126,
218.604,0.5590909,23,61.49,1016.9,0.126,
218.655,0.7772727,23,61.49,1016.9,0.126,
218.71,0.5136363,23,61.58,1016.92,0.126,
218.757,0.9045454,23,61.58,1016.92,0.126,
218.808,0.8954545,23,61.53,1016.91,0.126,
218.859,0.6181818,23,61.53,1016.91,0.126,
218.91,0.5363636,23,61.57,1016.89,0.126,
218.961,0.55,23,61.57,1016.89,0.126,
219.012,0.1318182,23,61.49,1016.92,0.126,
219.063,0.0863636,23,61.49,1016.92,0.126,
219.114,-0.186364,23,61.56,1016.93,0.126,
219.164,-0.304545,23,61.56,1016.93,0.126,
219.215,-0.327273,23,61.51,1016.91,0.126,
219.271,-0.577273,23,61.51,1016.91,0.126,
219.318,-0.772727,23,61.55,1016.89,0.126,
219.368,-0.590909,23,61.55,1016.89,0.126,
219.419,-0.636364,23,61.55,1016.89,0.126,
219.483,0.3045455,23,61.55,1016.89,0.126,
219.522,-0.2,23,61.53,1016.9,0.126,
219.573,-0.104545,23,61.5,1016.9,0.126,
219.623,0.0363636,23,61.5,1016.9,0.126,
219.674,0.0863636,23,61.55,1016.9,0.126,
219.725,0.4090909,23,61.55,1016.9,0.126,
219.781,0.3454545,23,61.55,1016.88,0.126,
219.827,0.45,23,61.55,1016.88,0.126,
219.878,0.4136363,23,61.56,1016.91,0.126,
219.929,0.4863636,23,61.56,1016.91,0.126,
219.98,0.5863636,23,61.56,1016.92,0.126,
220.03,0.6409091,23,61.56,1016.92,0.126,
220.082,0.4181818,23,61.52,1016.89,0.126,
220.133,0.2909091,23,61.52,1016.89,0.126,
220.184,0.3863636,23.01,61.56,1016.9,0.126,
220.235,0.25,23.01,61.56,1016.9,0.126,
220.285,0.2909091,23.01,61.52,1016.91,0.126,
220.342,-0.25,23.01,61.52,1016.91,0.126,
220.388,0.2409091,23.01,61.55,1016.93,0.126,
220.439,0.4772727,23.01,61.55,1016.93,0.126,
220.49,0.4363636,23.01,61.52,1016.92,0.126,
220.54,0.6227273,23.01,61.52,1016.92,0.126,
220.593,0.1681818,23,61.56,1016.9,0.124,
220.643,0.2045454,23,61.56,1016.93,0.124,
220.694,0.0181818,23,61.51,1016.93,0.124,
220.744,-0.177273,23.01,61.49,1016.92,0.124,
220.795,-0.036364,23.01,61.49,1016.92,0.124,
220.85,-0.554545,23.01,61.55,1016.94,0.124,
220.898,-0.259091,23.01,61.55,1016.94,0.124,
220.948,-0.45,23.01,61.55,1016.92,0.124,
220.999,-0.131818,23.01,61.55,1016.92,0.124,
221.05,-0.336364,23,61.49,1016.92,0.124,
221.102,-0.427273,23,61.49,1016.92,0.124,
221.152,-0.540909,23.01,61.59,1016.91,0.124,
